Isolate_Id,Subtype,Clade,Location,Host,Collection_Date,Host_Category
EPI_ISL_19041093,A / H1N1,6B.1A.5a.2a,Europe / Slovakia / Banskobystricky kraj,Human,2024-02-14,Human
EPI_ISL_19041091,A / H1N1,6B.1A.5a.2a,Europe / Slovakia / Banskobystricky kraj,Human,2024-02-11,Human
EPI_ISL_19041089,A / H1N1,6B.1A.5a.2a,Europe / Slovakia / Banskobystricky kraj,Human,2024-02-19,Human
EPI_ISL_19041088,A / H1N1,6B.1A.5a.2a,Europe / Slovakia / Banskobystricky kraj,Human,2024-02-13,Human
EPI_ISL_19041087,A / H1N1,6B.1A.5a.2a,Europe / Slovakia / Banskobystricky kraj,Human,2024-02-19,Human
EPI_ISL_19041085,A / H1N1,6B.1A.5a.2a,Europe / Slovakia / Banskobystricky kraj,Human,2024-02-14,Human
EPI_ISL_19041083,A / H1N1,6B.1A.5a.2a,Europe / Slovakia / Banskobystricky kraj,Human,2024-02-11,Human
EPI_ISL_19041082,A / H1N1,6B.1A.5a.2a,Europe / Slovakia / Banskobystricky kraj,Human,2024-02-13,Human
EPI_ISL_19041081,A / H1N1,6B.1A.5a.2a,Europe / Slovakia / Banskobystricky kraj,Human,2024-02-20,Human
EPI_ISL_19041080,A / H1N1,6B.1A.5a.2a,Europe / Slovakia / Banskobystricky kraj,Human,2024-02-10,Human
EPI_ISL_19041036,A / H1N1,6B.1A.5a.2a,Europe / Romania / Judetul Bacau,Human,2024-03-01,Human
EPI_ISL_19040172,A / H1N1,6B.1A.5a.2a,Europe / Romania / Municipiul Bucuresti,Human,2024-03-11,Human
EPI_ISL_19039067,A / H1N1,6B.1A.5a.2a,South America / Brazil / Estado do Amapa / Macapa,Human,2024-02-23,Human
EPI_ISL_19039065,A / H1N1,6B.1A.5a.2a,South America / Brazil / Estado do Amapa / Pedra Branca Do Amapari,Human,2024-02-21,Human
EPI_ISL_19039064,A / H1N1,6B.1A.5a.2a.1,South America / Brazil / Estado do Para / Belem,Human,2024-02-20,Human
EPI_ISL_19039063,A / H1N1,6B.1A.5a.2a.1,South America / Brazil / Estado do Para / Belem,Human,2024-02-21,Human
EPI_ISL_19039056,A / H1N1,6B.1A.5a.2a.1,South America / Brazil / Estado do Para / Belem,Human,2024-02-20,Human
EPI_ISL_19039053,A / H1N1,6B.1A.5a.2a,South America / Brazil / Estado do Amazonas / Manacapuru,Human,2024-02-09,Human
EPI_ISL_19039052,A / H1N1,6B.1A.5a.2a,South America / Brazil / Estado do Amazonas / Manacapuru,Human,2024-02-06,Human
EPI_ISL_19038883,A / H1N1,6B.1A.5a.2a,South America / Brazil / Estado do Amazonas / Manacapuru,Human,2024-02-02,Human
EPI_ISL_19008210,A / H1N1,6B.1A.5a.2a,South America / Brazil / Estado do Para / Belem,Human,2024-02-13,Human
EPI_ISL_19008209,A / H1N1,6B.1A.5a.2a,South America / Brazil / Estado do Para / Belem,Human,2024-02-08,Human
EPI_ISL_19008208,A / H1N1,6B.1A.5a.2a.1,South America / Brazil / Estado do Para / Belem,Human,2024-02-08,Human
EPI_ISL_19006820,A / H1N1,6B.1A.5a.2a,Europe / Spain / Catalonia / Tarragona,Human,2024-02-29,Human
EPI_ISL_19006796,A / H1N1,6B.1A.5a.2a,Europe / Spain / Catalonia / Barcelona,Human,2024-02-20,Human
EPI_ISL_19006791,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Catalonia / Tarragona,Human,2024-01-08,Human
EPI_ISL_19006790,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Catalonia / Tarragona,Human,2024-01-01,Human
EPI_ISL_19006787,A / H1N1,6B.1A.5a.2a,Europe / Spain / Catalonia / Barcelona,Human,2023-12-19,Human
EPI_ISL_19006786,A / H1N1,6B.1A.5a.2a,Europe / Spain / Catalonia / Barcelona,Human,2023-12-19,Human
EPI_ISL_19006785,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Catalonia / Barcelona,Human,2023-12-17,Human
EPI_ISL_19006784,A / H1N1,6B.1A.5a.2a,Europe / Spain / Catalonia / Barcelona,Human,2023-12-17,Human
EPI_ISL_19006778,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Catalonia / Barcelona,Human,2024-03-14,Human
EPI_ISL_19006777,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Catalonia / Barcelona,Human,2024-03-14,Human
EPI_ISL_19006776,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Catalonia / Barcelona,Human,2024-03-14,Human
EPI_ISL_19006775,A / H1N1,6B.1A.5a.2a,Europe / Spain / Catalonia / Barcelona,Human,2024-03-14,Human
EPI_ISL_19006773,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Catalonia / Barcelona,Human,2024-03-14,Human
EPI_ISL_19006772,A / H1N1,6B.1A.5a.2a,Europe / Spain / Catalonia / Barcelona,Human,2024-03-14,Human
EPI_ISL_19006771,A / H1N1,6B.1A.5a.2a,Europe / Spain / Catalonia / Barcelona,Human,2024-03-07,Human
EPI_ISL_19006770,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Catalonia / Barcelona,Human,2024-03-07,Human
EPI_ISL_19006769,A / H1N1,6B.1A.5a.2a,Europe / Spain / Catalonia / Barcelona,Human,2024-03-07,Human
EPI_ISL_18974780,A / H1N1,6B.1A.5a.2a,Europe / Netherlands,Human,2024-02-26,Human
EPI_ISL_18974778,A / H1N1,6B.1A.5a.2a,Europe / Netherlands,Human,2024-02-23,Human
EPI_ISL_18974777,A / H1N1,6B.1A.5a.2a,Europe / Netherlands,Human,2024-03-01,Human
EPI_ISL_18974775,A / H1N1,6B.1A.5a.2a,Europe / Netherlands,Human,2024-02-28,Human
EPI_ISL_18974774,A / H1N1,6B.1A.5a.2a,Europe / Netherlands,Human,2024-02-28,Human
EPI_ISL_18974773,A / H1N1,6B.1A.5a.2a,Europe / Netherlands,Human,2024-02-27,Human
EPI_ISL_18974770,A / H1N1,6B.1A.5a.2a,Europe / Netherlands,Human,2024-02-26,Human
EPI_ISL_18974768,A / H1N1,6B.1A.5a.2a,Europe / Netherlands,Human,2024-02-24,Human
EPI_ISL_18974767,A / H1N1,6B.1A.5a.2a,Europe / Netherlands,Human,2024-02-23,Human
EPI_ISL_18974766,A / H1N1,6B.1A.5a.2a,Europe / Netherlands,Human,2024-02-28,Human
EPI_ISL_18942907,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / La Rioja,Human,2024-01-02,Human
EPI_ISL_18942906,A / H1N1,6B.1A.5a.2a,Europe / Spain / La Rioja,Human,2024-01-03,Human
EPI_ISL_18942905,A / H1N1,6B.1A.5a.2a,Europe / Spain / La Rioja,Human,2024-01-03,Human
EPI_ISL_18942904,A / H1N1,6B.1A.5a.2a,Europe / Spain / La Rioja,Human,2023-12-22,Human
EPI_ISL_18942903,A / H1N1,6B.1A.5a.2a,Europe / Spain / La Rioja,Human,2023-12-29,Human
EPI_ISL_18942902,A / H1N1,6B.1A.5a.2a,Europe / Spain / La Rioja,Human,2023-12-14,Human
EPI_ISL_18942901,A / H1N1,6B.1A.5a.2a,Europe / Spain / La Rioja,Human,2023-12-26,Human
EPI_ISL_18942900,A / H1N1,6B.1A.5a.2a,Europe / Spain / La Rioja,Human,2023-12-30,Human
EPI_ISL_18942899,A / H1N1,6B.1A.5a.2a,Europe / Spain / La Rioja,Human,2023-12-31,Human
EPI_ISL_18942898,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / La Rioja,Human,2023-12-31,Human
EPI_ISL_18942897,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / La Rioja,Human,2023-12-22,Human
EPI_ISL_18942896,A / H1N1,6B.1A.5a.2a,Europe / Spain / La Rioja,Human,2023-12-28,Human
EPI_ISL_18942895,A / H1N1,6B.1A.5a.2a,Europe / Spain / La Rioja,Human,2023-12-28,Human
EPI_ISL_18942894,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / La Rioja,Human,2024-01-02,Human
EPI_ISL_18942893,A / H1N1,6B.1A.5a.2a,Europe / Spain / La Rioja,Human,2024-01-06,Human
EPI_ISL_18942892,A / H1N1,6B.1A.5a.2a,Europe / Spain / Extremadura,Human,2023-12-28,Human
EPI_ISL_18942891,A / H1N1,6B.1A.5a.2a,Europe / Spain / Extremadura,Human,2023-12-20,Human
EPI_ISL_18942890,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Extremadura,Human,2023-12-20,Human
EPI_ISL_18942889,A / H1N1,6B.1A.5a.2a,Europe / Spain / Extremadura,Human,2023-12-19,Human
EPI_ISL_18942888,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Extremadura,Human,2023-12-18,Human
EPI_ISL_18942887,A / H1N1,6B.1A.5a.2a,Europe / Spain / Extremadura,Human,2023-12-18,Human
EPI_ISL_18942886,A / H1N1,6B.1A.5a.2a,Europe / Spain / Extremadura,Human,2023-12-18,Human
EPI_ISL_18942885,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Extremadura,Human,2023-12-13,Human
EPI_ISL_18942884,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Extremadura,Human,2023-12-05,Human
EPI_ISL_18942883,A / H1N1,6B.1A.5a.2a,Europe / Spain / Valencian Community,Human,2024-01-17,Human
EPI_ISL_18942882,A / H1N1,6B.1A.5a.2a,Europe / Spain / Valencian Community,Human,2024-01-16,Human
EPI_ISL_18942881,A / H1N1,6B.1A.5a.2a,Europe / Spain / Valencian Community,Human,2024-01-16,Human
EPI_ISL_18942880,A / H1N1,6B.1A.5a.2a,Europe / Spain / Valencian Community,Human,2023-12-19,Human
EPI_ISL_18942879,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Valencian Community,Human,2023-12-20,Human
EPI_ISL_18942878,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Valencian Community,Human,2023-12-20,Human
EPI_ISL_18942877,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Valencian Community,Human,2023-12-25,Human
EPI_ISL_18942876,A / H1N1,6B.1A.5a.2a,Europe / Spain / Valencian Community,Human,2023-12-27,Human
EPI_ISL_18942875,A / H1N1,6B.1A.5a.2a,Europe / Spain / Valencian Community,Human,2023-12-27,Human
EPI_ISL_18942874,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Valencian Community,Human,2023-12-27,Human
EPI_ISL_18942873,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Valencian Community,Human,2023-12-27,Human
EPI_ISL_18942872,A / H1N1,6B.1A.5a.2a,Europe / Spain / Valencian Community,Human,2023-12-27,Human
EPI_ISL_18942871,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Valencian Community,Human,2023-12-28,Human
EPI_ISL_18942870,A / H1N1,6B.1A.5a.2a,Europe / Spain / Valencian Community,Human,2023-12-20,Human
EPI_ISL_18942869,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Valencian Community,Human,2024-01-09,Human
EPI_ISL_18942868,A / H1N1,6B.1A.5a.2a,Europe / Spain / Valencian Community,Human,2024-01-09,Human
EPI_ISL_18942867,A / H1N1,6B.1A.5a.2a,Europe / Spain / Valencian Community,Human,2024-01-09,Human
EPI_ISL_18942866,A / H1N1,6B.1A.5a.2a,Europe / Spain / CEUTA,Human,2024-01-08,Human
EPI_ISL_18942865,A / H1N1,6B.1A.5a.2a,Europe / Spain / CEUTA,Human,2024-01-11,Human
EPI_ISL_18942864,A / H1N1,6B.1A.5a.2a,Europe / Spain / CEUTA,Human,2024-01-11,Human
EPI_ISL_18942862,A / H1N1,6B.1A.5a.2a,Europe / Spain / Castille-La Mancha,Human,2024-01-26,Human
EPI_ISL_18942861,A / H1N1,6B.1A.5a.2a,Europe / Spain / Castille-La Mancha,Human,2024-01-18,Human
EPI_ISL_18942860,A / H1N1,6B.1A.5a.2a,Europe / Spain / Castille-La Mancha,Human,2024-01-16,Human
EPI_ISL_18942859,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Castille-La Mancha,Human,2024-01-19,Human
EPI_ISL_18942858,A / H1N1,6B.1A.5a.2a,Europe / Spain / Castille-La Mancha,Human,2024-01-17,Human
EPI_ISL_18942857,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Castille-La Mancha,Human,2024-01-12,Human
EPI_ISL_18942855,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Castille-La Mancha,Human,2024-01-08,Human
EPI_ISL_18942854,A / H1N1,6B.1A.5a.2a,Europe / Spain / Castille-La Mancha,Human,2024-01-09,Human
EPI_ISL_18942800,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Castille-La Mancha,Human,2024-01-09,Human
EPI_ISL_18942799,A / H1N1,6B.1A.5a.2a,Europe / Spain / Castille-La Mancha,Human,2024-01-13,Human
EPI_ISL_18942798,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Castille-La Mancha,Human,2023-12-23,Human
EPI_ISL_18942797,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Castille-La Mancha,Human,2023-12-22,Human
EPI_ISL_18942796,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Castille-La Mancha,Human,2024-01-01,Human
EPI_ISL_18942795,A / H1N1,6B.1A.5a.2a,Europe / Spain / Castille-La Mancha,Human,2024-01-05,Human
EPI_ISL_18942794,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Castille-La Mancha,Human,2024-01-03,Human
EPI_ISL_18942793,A / H1N1,6B.1A.5a.2a,Europe / Spain / Castille-La Mancha,Human,2024-01-03,Human
EPI_ISL_18942792,A / H1N1,6B.1A.5a.2a,Europe / Spain / Castille-La Mancha,Human,2024-01-02,Human
EPI_ISL_18942791,A / H1N1,6B.1A.5a.2a,Europe / Spain / Balearic Islands,Human,2024-01-18,Human
EPI_ISL_18942790,A / H1N1,6B.1A.5a.2a,Europe / Spain / Aragon,Human,2024-01-13,Human
EPI_ISL_18942789,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Aragon,Human,2024-01-14,Human
EPI_ISL_18942787,A / H1N1,6B.1A.5a.2a,Europe / Spain / Aragon,Human,2024-01-19,Human
EPI_ISL_18942786,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Aragon,Human,2024-01-11,Human
EPI_ISL_18942785,A / H1N1,6B.1A.5a.2a,Europe / Spain / Aragon,Human,2024-01-11,Human
EPI_ISL_18942784,A / H1N1,6B.1A.5a.2a,Europe / Spain / Aragon,Human,2024-01-05,Human
EPI_ISL_18942783,A / H1N1,6B.1A.5a.2a,Europe / Spain / Aragon,Human,2024-01-10,Human
EPI_ISL_18942782,A / H1N1,6B.1A.5a.2a,Europe / Spain / Aragon,Human,2024-01-10,Human
EPI_ISL_18942781,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Aragon,Human,2024-01-09,Human
EPI_ISL_18942780,A / H1N1,6B.1A.5a.2a,Europe / Spain / Aragon,Human,2024-01-09,Human
EPI_ISL_18942779,A / H1N1,6B.1A.5a.2a,Europe / Spain / Aragon,Human,2024-01-09,Human
EPI_ISL_18942778,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Aragon,Human,2024-01-04,Human
EPI_ISL_18942777,A / H1N1,6B.1A.5a.2a,Europe / Spain / Aragon,Human,2023-12-30,Human
EPI_ISL_18942776,A / H1N1,6B.1A.5a.2a.1,Europe / Spain / Aragon,Human,2023-12-29,Human
EPI_ISL_18942775,A / H1N1,6B.1A.5a.2a,Europe / Spain / Aragon,Human,2024-01-02,Human
EPI_ISL_18942774,A / H1N1,6B.1A.5a.2a,Europe / Spain / Aragon,Human,2023-12-27,Human
EPI_ISL_18942773,A / H1N1,6B.1A.5a.2a,Europe / Spain / Aragon,Human,2024-01-02,Human
EPI_ISL_18942772,A / H1N1,6B.1A.5a.2a,Europe / Spain / Aragon,Human,2024-01-03,Human
EPI_ISL_18942432,A / H1N1,6B.1A.5a.2a,North America / Guatemala / GUATEMALA,Human,2023-09-05,Human
EPI_ISL_18942341,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-31,Human
EPI_ISL_18942340,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-29,Human
EPI_ISL_18942339,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-22,Human
EPI_ISL_18942338,A / H1N1,6B.1A.5a.2a.1,Europe / Germany,Human,2024-01-24,Human
EPI_ISL_18942337,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-22,Human
EPI_ISL_18942336,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-29,Human
EPI_ISL_18942334,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-22,Human
EPI_ISL_18942134,A / H1N1,6B.1A.5a.2a,Africa / Algeria / CONSTANTINE,Human,2023-12-31,Human
EPI_ISL_18942131,A / H1N1,6B.1A.5a.2a,Africa / Algeria / ALGER,Human,2023-12-31,Human
EPI_ISL_18942125,A / H1N1,6B.1A.5a.2a,Africa / Algeria / MOSTAGANEM,Human,2023-12-26,Human
EPI_ISL_18942116,A / H1N1,6B.1A.5a.2a,Africa / Algeria / CONSTANTINE,Human,2024-01-02,Human
EPI_ISL_18942115,A / H1N1,6B.1A.5a.2a,Africa / Algeria / CONSTANTINE,Human,2024-01-03,Human
EPI_ISL_18941825,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-25,Human
EPI_ISL_18941740,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-31,Human
EPI_ISL_18941667,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-30,Human
EPI_ISL_18941666,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-31,Human
EPI_ISL_18941665,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-31,Human
EPI_ISL_18941664,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-29,Human
EPI_ISL_18941663,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-02-01,Human
EPI_ISL_18941662,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-30,Human
EPI_ISL_18941661,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-29,Human
EPI_ISL_18941660,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-30,Human
EPI_ISL_18941659,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-29,Human
EPI_ISL_18941658,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-29,Human
EPI_ISL_18941656,A / H1N1,6B.1A.5a.2a.1,Europe / Germany,Human,2024-02-01,Human
EPI_ISL_18941655,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-31,Human
EPI_ISL_18941653,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-29,Human
EPI_ISL_18941651,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-29,Human
EPI_ISL_18941649,A / H1N1,6B.1A.5a.2a.1,Europe / Germany,Human,2024-01-31,Human
EPI_ISL_18941648,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-30,Human
EPI_ISL_18941647,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-29,Human
EPI_ISL_18941645,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-31,Human
EPI_ISL_18941644,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-30,Human
EPI_ISL_18941643,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-23,Human
EPI_ISL_18941642,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-29,Human
EPI_ISL_18941641,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-25,Human
EPI_ISL_18941640,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-29,Human
EPI_ISL_18941639,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-30,Human
EPI_ISL_18941638,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-29,Human
EPI_ISL_18941637,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-30,Human
EPI_ISL_18941636,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-29,Human
EPI_ISL_18941635,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-29,Human
EPI_ISL_18941634,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-30,Human
EPI_ISL_18941632,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-29,Human
EPI_ISL_18941631,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-30,Human
EPI_ISL_18941629,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-29,Human
EPI_ISL_18941628,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-26,Human
EPI_ISL_18941627,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-26,Human
EPI_ISL_18941626,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-25,Human
EPI_ISL_18941625,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-29,Human
EPI_ISL_18941624,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-26,Human
EPI_ISL_18941622,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-29,Human
EPI_ISL_18941621,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-29,Human
EPI_ISL_18910040,A / H1N1,6B.1A.5a.2a,Europe / Russian Federation / Sverdlovsk Oblast,Human,2023-11-14,Human
EPI_ISL_18909985,A / H1N1,6B.1A.5a.2a,Europe / Russian Federation / Nizhny Novgorod Oblast,Human,2023-10-31,Human
EPI_ISL_18909417,A / H1N1,6B.1A.5a.2a,Asia / Myanmar,Human,2023-08-07,Human
EPI_ISL_18909416,A / H1N1,6B.1A.5a.2a,Asia / Myanmar,Human,2023-08-04,Human
EPI_ISL_18909415,A / H1N1,6B.1A.5a.2a,Asia / Myanmar,Human,2023-08-05,Human
EPI_ISL_18909413,A / H1N1,6B.1A.5a.2a,Asia / Myanmar,Human,2023-07-30,Human
EPI_ISL_18909412,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2023-11-15,Human
EPI_ISL_18909411,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2023-12-21,Human
EPI_ISL_18909410,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2023-12-25,Human
EPI_ISL_18909409,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2023-12-11,Human
EPI_ISL_18909408,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2023-12-11,Human
EPI_ISL_18909407,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2024-01-22,Human
EPI_ISL_18909406,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2024-01-22,Human
EPI_ISL_18909405,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2023-12-19,Human
EPI_ISL_18909404,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2023-11-16,Human
EPI_ISL_18909403,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2023-12-25,Human
EPI_ISL_18909402,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2023-11-06,Human
EPI_ISL_18909401,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2023-12-14,Human
EPI_ISL_18909400,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2023-12-11,Human
EPI_ISL_18909399,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2023-11-08,Human
EPI_ISL_18909398,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2023-09-14,Human
EPI_ISL_18909397,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2023-12-11,Human
EPI_ISL_18909396,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2023-12-19,Human
EPI_ISL_18909395,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2023-12-16,Human
EPI_ISL_18909394,A / H1N1,6B.1A.5a.2a,Asia / Japan,Human,2023-10-14,Human
EPI_ISL_18909393,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2023-12-11,Human
EPI_ISL_18909392,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2023-09-04,Human
EPI_ISL_18909391,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2023-11-01,Human
EPI_ISL_18909353,A / H1N1,6B.1A.5a.2a.1,South America / Brazil / Distrito Federal,Human,2023-06-28,Human
EPI_ISL_18909322,A / H1N1,6B.1A.5a.2a,South America / Brazil / Distrito Federal,Human,2023-07-11,Human
EPI_ISL_18909318,A / H1N1,6B.1A.5a.2a.1,South America / Brazil / Distrito Federal,Human,2023-07-09,Human
EPI_ISL_18909317,A / H1N1,unassigned,South America / Brazil / Distrito Federal,Human,2023-07-08,Human
EPI_ISL_18909316,A / H1N1,6B.1A.5a.2a.1,South America / Brazil / Distrito Federal,Human,2023-07-07,Human
EPI_ISL_18909306,A / H1N1,6B.1A.5a.2a.1,South America / Brazil / Distrito Federal,Human,2023-06-15,Human
EPI_ISL_18909300,A / H1N1,6B.1A.5a.2a.1,South America / Brazil / Distrito Federal,Human,2023-06-02,Human
EPI_ISL_18909295,A / H1N1,6B.1A.5a.2a,South America / Brazil / Distrito Federal,Human,2023-05-24,Human
EPI_ISL_18908490,A / H1N1,6B.1A.5a.2a,Asia / Bangladesh / Sylhet Division,Human,2023-07-06,Human
EPI_ISL_18908489,A / H1N1,6B.1A.5a.2a,Asia / Bangladesh / Sylhet Division,Human,2023-08-23,Human
EPI_ISL_18908488,A / H1N1,6B.1A.5a.2a,Asia / Bangladesh / Sylhet Division,Human,2023-07-20,Human
EPI_ISL_18908486,A / H1N1,6B.1A.5a.2a,Asia / Bangladesh / Sylhet Division,Human,2023-07-04,Human
EPI_ISL_18908457,A / H1N1,6B.1A.5a.2a,Asia / Bangladesh / Sylhet Division,Human,2023-06-22,Human
